"OBJECTID","MDSITEID","YEAR","MD_CUMBI","MD_FIBI","MD_BIBI","HYPERLINK","COMID","HWUID","CBP_SIHW","HW_Outlet","State","County","PctNatural","PctForeRZ","PopDensity","HousUnit","MineDensity","Mngd_TF_HCZ","PctForeLos","LandCondSu","PctAg_Hyd_S","PctWetla_2","PctForeWshed","PctImpWshed","RoadStream","PctForeLos.1","PctWetland","DamDensity","Road_Dens","PctWetWshed","PctImpRZ","PctVulnGeo","HabConditi","HabCondi_1","HabCondi_2","PctNatlCon","Out_Aq_Con","Pct_303d_Cat","SPARROWTN","SPARROWTP","CBP_Ag_N","CBP_Ag_P","CBP_Ag_S","CBP_CSO_N","CBP_CSO_P","CBP_CSO_S","CBP_DEV_N","CBP_DEV_P","CBP_DEV_S","CBP_SEP_N","CBP_SEP_P","CBP_SEP_S","CBP_WW_N","CBP_WW_P","CBP_WW_S","FutureDev","AvgPctFore","PctProtLan","AgWaterUse","Dom_WatUse","Ind_WatUse","Wld_Fir_Rsk","BrkTrt_Curr","BrkTrt_6deg","Cli_Stress","HUC12_ID","HUC12_Acre","HUC12_DS","HUC12_Name","HUC12_Type","Headwater","Catch_Area","StateFIPS","CountyFIPS","FIPS","Shape_Leng","Shape_Area","BUFPctFor","BUFPctImp"
574,"PAXU-102-R-2004",2004,"2.55","2.67","2.43","http://eyesonthebay.dnr.maryland.gov/mbss/SA_site2k.cfm?siteyr=PAXU-102-R-2004",11906292,"971",0,"HWother","MD","Prince George's County",0.748358254178,0.932474340626,91.779600484,31.4897543538,0,0.0542212518195,0.198865378718,0.913499653,0.00631970095043,0.800714924039,0.716077516178,0.0147459727385,0.137684152554,0.198865378718,0.032280738,0.275368305108,0.931544560656,0.199285075961,0.0234817813765,0.9458488228,4.6,4.2,4.2,0.0763138948884,0.744988374376,0,0.000148205179941,0.000532231056606,4.52913142786e-06,6.56134606174e-06,6.08078064707e-06,0,0,0,0.000838124406633,0.00130538768503,0.000577739128829,0.000199466962003,0,0,0.000602136277799,0.000184483492978,0.000172346454403,0,0.00190639595845,0.874762494837,0.24,107.28,0.03,0.000416159607958,0.019730336,0.143551352,0.96724138,"020600060401",30985,"020600060402","Horsepen Branch-Patuxent River","S","No",0.879298470468,24,33,24033,6240,879300,0.864972200158856,0
575,"AA-N-063-232-97",1997,"3.48","3.67","3.29","http://eyesonthebay.dnr.maryland.gov/mbss/SA_site2k.cfm?siteyr=AA-N-063-232-97",11906332,"NA",0,"OutsideHW","MD","Anne Arundel County",0.562689418328,0.891147396293,450.082265824,81.9815795964,0,0.0847457627119,0.417918601475,0.831157079,0.0097619,0.0621468926554,0.555228042328,0.175238095238,0.529100529101,0.417918601475,0.007461376,0,0.822790048812,0.937853107345,0.0869565217391,0.84917989418,4.4,2.8,2.8,0.00533005330053,0.672194658893,0,3.79288161544e-05,0.000117818929809,5.40129525625e-06,7.74395952803e-06,5.18390659821e-06,0,0,0,0.000389766744427,0.000438636059613,0.000163573393146,0.000241248700205,0,0,0.00021434780052,0.00014622654743,0.000138153133241,0.157377992711,0.882783882784,0.261243386243,0.16,43.44,0.65,0.000106336178297,0.029773916,0.226036403,1,"020600031102",27666,"020600031103","Deep Run-Patapsco River","S","Yes",3.77999992545,24,3,24003,11400,3780000,0.920191540303272,0.00478850758180367
576,"BRIG-103-R-2009",2009,"3.50","3.00","4.00","http://eyesonthebay.dnr.maryland.gov/mbss/SA_site2k.cfm?siteyr=BRIG-103-R-2009",11907140,"971",0,"HWother","MD","Howard County",0.187060959823,0.698138297872,67.7816667341,23.0348839395,0,0.541573033708,0.854988399072,0.637739215,0,0.32476635514,0.141726723823,0.0392573970219,0.214873546918,0.854988399072,0.045334236,0,0.921516244389,0.67523364486,0,0.0517200627431,3.2,3.2,3.2,0.00555185431934,0.489333574585,0,9.91434003547e-05,9.26676251586e-05,0.000232174383853,5.84452331642e-05,0.000263990793792,0,0,0,0.000266485429201,0.000244832268888,0.000160111188829,0.000746439176357,0,0,6.90998712186e-08,0,0,0.013043456036,0.0163634470345,0.626163003073,0.08,24.48,0.31,0,1.74615e-05,0.009239411,0.35639299,"020600060101",22480,"020600060103","Cabin Branch-Patuxent River","S","Yes",4.65389945048,24,27,24027,12600,4653900,0.825396825396825,0
577,"BRIG-218-R-2000",2000,"3.67","3.67","3.67","http://eyesonthebay.dnr.maryland.gov/mbss/SA_site2k.cfm?siteyr=BRIG-218-R-2000",11907172,"971",0,"HWother","MD","Montgomery County",0.399344553489,0.852101587302,101.654848508,37.3541975755,0,0.208372978116,0.634358131894,0.767266367,0,0.465060240964,0.374266794489,0.0692373242437,0.236708800833,0.634358131894,0.025077759,0,0.937581826032,0.534939759036,0.0291777188329,1,4.4,3.6,3.6,0,0.953703201753,0,0.000189463083781,0.000137171135641,0.000366045968385,0.000147171655063,0.000708044391815,0,0,0,0.000536932157307,0.000551703621093,0.00036877865144,0.0013519842486,0,0,2.76399484874e-07,0,6.7309687328e-08,0,0.021303792075,0.40058230365,0.34,48.18,0.7,0.000112161217013,0.00997319,0.069698267,0.742676052,"020600060101",22480,"020600060103","Cabin Branch-Patuxent River","S","No",0.261900009465,24,31,24031,2520,261900,0.996009577015164,0
578,"HO-P-158-309-97",1997,"3.67","4.33","3.00","http://eyesonthebay.dnr.maryland.gov/mbss/SA_site2k.cfm?siteyr=HO-P-158-309-97",11907180,"971",0,"HWother","MD","Howard County",0.223419927337,0.791586314776,96.3881992372,32.4778766934,0,0.483680287844,0.759729355986,0.676703441,0.00825564955404,0.146731430884,0.202956979337,0.0668352030337,1.09724197258,0.759729355986,0.020462948,0,0.8566193865,0.853268569116,0.0338707291821,0,3.4,3,3,0.97668997669,0.612850690479,0.987673946586,0.00103115465007,0.00250435030368,0.000694224771111,0.000280373049457,0.000949609215243,0,0,0,0.00178921236325,0.00233694365616,0.00129634326956,0.00867194082771,0,0,2.59815515782e-05,6.80123476417e-06,6.7309687328e-08,0,0.00881169707208,0.452524534331,0.08,24.48,0.31,0.000457020874082,4.51263e-05,0.010256223,0.171454523,"020600060102",17778,"020600060103","Cattail Creek","S","No",1.36619989759,24,27,24027,8040,1366200,0.744223107569721,0.000796812749003984
579,"HO-P-169-111-97",1997,"2.67","2.33","3.00","http://eyesonthebay.dnr.maryland.gov/mbss/SA_site2k.cfm?siteyr=HO-P-169-111-97",11907184,"971",0,"HWother","MD","Howard County",0.353552954404,0.861365497597,103.81790156,33.5838816352,0,0.324444444444,0.635265104809,0.745491719,0.00839223,0.310810810811,0.337100510404,0.0560954063604,0.490773458971,0.635265104809,0.016452444,0,0.916079670934,0.689189189189,0.0780346820809,0,3.4,3.4,3.4,1,0.564348323599,0,7.89256964135e-05,0.000172270634289,0.000124024507954,5.01497310266e-05,0.000169660690431,0,0,0,0.000320087552247,0.000418383512901,0.000231628753441,0.00155361993007,0,0,4.69879124286e-06,8.50154345521e-07,3.3654843664e-08,0,0.0356754552867,0.637956419317,0.08,24.48,0.31,0.000102917750778,4.27005e-05,0.020003326,0.149757761,"020600060201",37149,"020600060202","Benson Branch-Middle Patuxent River","S","Yes",4.07520021255,24,27,24027,12780,4075200,0.125199362041467,0.025518341307815
580,"BRIG-308-R-2000",2000,"3.67","3.67","3.67","http://eyesonthebay.dnr.maryland.gov/mbss/SA_site2k.cfm?siteyr=BRIG-308-R-2000",11907192,"971",0,"HWother","MD","Howard County",0.491945544629,0.888942002601,81.4611028796,29.0382961196,0,0.142164781906,0.523138260003,0.81223194,0.00124827889979,0.373854317414,0.472307688629,0.0429579889807,0.478267523722,0.523138260003,0.019637856,0.0478267523722,0.947962692625,0.626145682586,0.0304709141274,0.977875344353,3.4,3.6,3.4,0.946524064171,0.684672678513,0.996460043777,0.000529229394758,0.00037974295166,0.000967912312356,0.000324129983715,0.00151376524762,0,0,0,0.00128215049681,0.001255876954,0.000833510217791,0.00336029003775,0,0,6.01168879602e-06,7.65138910969e-06,2.92797139877e-06,0.00156782220274,0.018210955711,0.645847681359,0.08,24.48,0.31,0.000456974541201,0.010069932,0.060185271,0.50593038,"020600060101",22480,"020600060103","Cabin Branch-Patuxent River","S","No",2.5812005605,24,27,24027,9540,2581200,0.964940239043825,0
581,"HO-P-214-311-97",1997,"4.17","4.67","3.67","http://eyesonthebay.dnr.maryland.gov/mbss/SA_site2k.cfm?siteyr=HO-P-214-311-97",11907192,"971",0,"HWother","MD","Howard County",0.491945544629,0.888942002601,81.4611028796,29.0382961196,0,0.142164781906,0.523138260003,0.81223194,0.00124827889979,0.373854317414,0.472307688629,0.0429579889807,0.478267523722,0.523138260003,0.019637856,0.0478267523722,0.947962692625,0.626145682586,0.0304709141274,0.977875344353,3.4,3.6,3.4,0.946524064171,0.684672678513,0.996460043777,0.000529229394758,0.00037974295166,0.000967912312356,0.000324129983715,0.00151376524762,0,0,0,0.00128215049681,0.001255876954,0.000833510217791,0.00336029003775,0,0,6.01168879602e-06,7.65138910969e-06,2.92797139877e-06,0.00156782220274,0.018210955711,0.645847681359,0.08,24.48,0.31,0.000456974541201,0.010069932,0.060185271,0.50593038,"020600060101",22480,"020600060103","Cabin Branch-Patuxent River","S","No",2.5812005605,24,27,24027,9540,2581200,0.982456140350877,0
582,"PRLT-104-R-2004",2004,"3.07","2.00","4.14","http://eyesonthebay.dnr.maryland.gov/mbss/SA_site2k.cfm?siteyr=PRLT-104-R-2004",4530697,"NA",0,"OutsideHW","MD","Charles County",0.754183661886,0.963203638201,18.4717695747,7.68112603275,0,0.303738317757,0.29709762533,0.872757689,0,0.166666666667,0.746073776886,0.00501504513541,0.557227237267,0.29709762533,0.008109885,0,0.916817276096,0.833333333333,0.00444444444444,0.732085144322,4.8,4.2,4.2,0.969696969697,0.69997333923,0,2.68459276669e-05,8.16577234892e-05,5.23772050952e-05,6.52113403014e-05,8.5449557132e-05,0,0,0,2.41193869159e-05,4.58955233254e-05,1.37209096922e-05,6.09411479105e-05,0,0,6.90998712186e-07,8.50154345521e-07,6.29345576517e-06,0.0428454199959,0.00771545405448,0.321185779561,0.16,10.48,0.01,9.82565051923e-05,0,0,1,"020700110305",36207,"020700111001","Gambo Creek-Potomac River","S","Yes",1.79460011743,24,17,24017,8220,1794600,0.866242038216561,0.00238853503184713
583,"WICO-109-R-2004",2004,"4.38","4.33","4.43","http://eyesonthebay.dnr.maryland.gov/mbss/SA_site2k.cfm?siteyr=WICO-109-R-2004",4530701,"255",1,"HWoutlet","MD","St. Mary's County",0.426356777956,0.852176908752,90.5136662628,31.388541868,0,0.177820267686,0.586884255062,0.782985932,0.00204858,0.444444444444,0.384155366956,0.0980392156863,0,0.586884255062,0.042201411,0,0.880854805835,0.555555555556,0,1,4.4,4,4,0,0.62201227332,0,9.0431266104e-05,0.000458816030359,7.0361349523e-05,5.69952566599e-05,0.000114216869438,0,0,0,0.000147876835576,0.000326463943127,8.36644379442e-05,0.00102371610325,0,0,6.90998712186e-08,0,7.74061404272e-07,0.0842191691418,0.0292654375183,0.0407765096088,0.02,7.07,0.01,7.28915554693e-05,0,0,1,"020700110503",25803,"020700110504","Chaptico Creek","S","Yes",3.07529974411,24,37,24037,10860,3075300,0.797931583134447,0.00556881463802705
584,"STCL-051-S-2007",2007,"4.50","4.00","5.00","http://eyesonthebay.dnr.maryland.gov/mbss/SA_site2k.cfm?siteyr=STCL-051-S-2007",4530851,"778",0,"HWother","MD","St. Mary's County",0.621069635052,0.907739801544,46.2160945586,15.9559346435,0,0.274907749077,0.410157618214,0.832422951,0.01712329,1,0.563175038052,0.0325342465753,0,0.410157618214,0.057894597,0,0.94178877358,0,0,1,4.8,4.2,4.2,0.114840989399,0.68475765688,0,6.52197167085e-05,0.000279805121822,6.20934448131e-05,4.9749694977e-05,0.000106842003735,0,0,0,0.000118751770871,0.000245837061695,7.26378821314e-05,0.000688917830873,0,0,6.90998712186e-08,0,3.3654843664e-07,0.0307980416264,0.0421496311907,0.0329908675799,0.02,7.07,0.01,9.36819188553e-05,0,0,0.928605505,"020700110701",34734,"020700111001","Saint Clements Creek-Saint Clements Bay","F","Yes",2.62800046049,24,37,24037,9360,2628000,0.978605388272583,0
585,"BRET-107-B-2007",2007,"2.33","1.67","3.00","http://eyesonthebay.dnr.maryland.gov/mbss/SA_site2k.cfm?siteyr=BRET-107-B-2007",4530885,"845",0,"HWother","MD","St. Mary's County",0.340758032801,0.844892134086,87.5016766822,26.3962734701,0,0.491749174917,0.625187406297,0.719787884,0.00418118,0.0777777777778,0.323337204801,0.0627177700348,0,0.625187406297,0.017420828,0,0.877880112214,0.922222222222,0,1,4.2,4.4,4.2,1,0.509098044776,0,9.08930483217e-05,0.000431433752607,1.75280241505e-05,1.51765363268e-05,2.90245755882e-05,0,0,0,5.57993104401e-05,0.000115963732485,3.79855648711e-05,0.00029136864109,0,0,6.90998712186e-08,0,5.0482265496e-07,0.065802645036,0.112570356473,0,0.02,7.07,0.01,5.64352368799e-05,0,0,1,"020700110702",24687,"020700110703","McIntosh Run","S","Yes",1.29149999353,24,37,24037,6960,1291500,0.685759745425617,0.0413683373110581
586,"WICO-207-R-2004",2004,"4.19","3.67","4.71","http://eyesonthebay.dnr.maryland.gov/mbss/SA_site2k.cfm?siteyr=WICO-207-R-2004",4530775,"NA",0,"OutsideHW","MD","St. Mary's County",0.469989486944,0.842887493612,83.2830021561,26.2263605373,0,0.221200241255,0.475591179457,0.798126688,0.0172846109013,0.71587867975,0.405081853944,0.0457356825248,0.297177924138,0.475591179457,0.064907633,0,0.930398339694,0.28412132025,0.0101584721658,0.998220647179,5,4.2,4.2,0.871287128713,0.766176796249,0,0.000563096966965,0.00239138669037,0.000618979164051,0.000501755220449,0.000999638456124,0,0,0,0.0012954064731,0.00285642287429,0.000727491158545,0.00895278404391,0,0,2.07299613656e-07,0,6.79827842013e-06,0.0442850489514,0.127300735773,0.0551636521681,0.02,7.07,0.01,0.000854290196519,0,0,1,"020700110503",25803,"020700110504","Chaptico Creek","S","No",2.55870016807,24,37,24037,10560,2558700,0.992044550517104,0
587,"STCL-213-R-2002",2002,"3.71","3.00","4.43","http://eyesonthebay.dnr.maryland.gov/mbss/SA_site2k.cfm?siteyr=STCL-213-R-2002",4530801,"778",0,"HWother","MD","St. Mary's County",0.583964753049,0.864431555314,89.689853071,32.6979815731,0,0.0747663551402,0.403597435061,0.848106362,0.00503856377532,1,0.534155327049,0.0533161953728,0.171379605827,0.403597435061,0.049809426,0,0.933016765989,0,0.0508744038156,1,4.8,4.4,4.4,0.0871559633028,0.694944260349,0,0.000163112437342,0.000714140083702,0.000413133883483,0.000331102749821,0.000710960780034,0,0,0,0.000790871255737,0.00163826794804,0.000484507541567,0.00458838533011,0,0,3.45499356093e-07,0,2.28852936915e-06,0.0709890991777,0.211983389361,0.0645986860897,0.02,7.07,0.01,0.000313191217877,0,0,1,"020700110701",34734,"020700111001","Saint Clements Creek-Saint Clements Bay","F","No",2.50830004568,24,37,24037,10860,2508300,0.949085123309467,0
588,"WICO-214-R-2004",2004,"4.19","3.67","4.71","http://eyesonthebay.dnr.maryland.gov/mbss/SA_site2k.cfm?siteyr=WICO-214-R-2004",4530811,"NA",0,"OutsideHW","MD","St. Mary's County",0.535835466682,0.861348058795,123.389863556,39.3228282993,0,0.136968085106,0.399550535218,0.831030253,0.00874488689164,0.870495495495,0.468907823682,0.0487134929088,0.373713025768,0.399550535218,0.066927643,0,0.91279221249,0.129504504505,0.0193637621024,0.956474889599,4.8,4.2,4.2,0,0.646901404198,0,0.0002931460164,0.00129420000771,0.000369750622967,0.000301334714378,0.000595210218068,0,0,0,0.000767345769313,0.00169560253956,0.000433145362846,0.00528717945102,0,0,1.38199742437e-07,0,3.97127155235e-06,0.0694335095346,0.253549914405,0.122658843607,0.02,7.07,0.01,0.000744962343551,0,0,1,"020700110503",25803,"020700110504","Chaptico Creek","S","No",1.45709979106,24,37,24037,8400,1457100,0.908945686900958,0.0479233226837061
589,"WICO-103-R-2007",2007,"3.86","3.00","4.71","http://eyesonthebay.dnr.maryland.gov/mbss/SA_site2k.cfm?siteyr=WICO-103-R-2007",4530897,"NA",0,"OutsideHW","MD","St. Mary's County",0.492548978513,0.86428079242,45.6094476798,15.8255530021,0,0.334545454545,0.456446850394,0.792748807,0.02254055,0.468315301391,0.447666830513,0.0419212133979,0.468131919575,0.456446850394,0.044882148,0,0.902309657441,0.531684698609,0.089552238806,0.987898789879,4.8,4.2,4.2,1,0.625230649278,0,6.66616634663e-05,0.000320052003975,9.91291802619e-05,8.10639179849e-05,0.000158711050929,0,0,0,0.00020351393228,0.000450161364634,0.000114457626011,0.00139845362917,0,0,6.90998712186e-08,0,1.04330015358e-06,0.0142084919237,0.147461554666,0.373686304801,0.02,7.07,0.01,9.26767725964e-05,0,0,1,"020700110701",34734,"020700111001","Saint Clements Creek-Saint Clements Bay","F","Yes",4.27229967669,24,37,24037,13800,4272300,1,0
590,"SM-S-040-128-95",1995,"4.36","4.00","4.71","http://eyesonthebay.dnr.maryland.gov/mbss/SA_site2k.cfm?siteyr=SM-S-040-128-95",4530815,"845",0,"HWother","MD","St. Mary's County",0.670729455342,0.884262723798,83.7965268278,32.3499354665,0,0.0959595959596,0.323182711198,0.872000596,0.0023084,1,0.611674361342,0.0313942751616,0.512978352314,0.323182711198,0.059055094,0,0.935705530654,0,0.00153139356815,1,4.6,4.2,4.2,0.903522205207,0.726775538494,0,4.03543424898e-05,0.000192237285494,2.66976565586e-05,2.30794346009e-05,4.42454056197e-05,0,0,0,8.4271022773e-05,0.000175125045358,5.72933599136e-05,0.000440660733993,0,0,6.90998712186e-08,0,7.40406560608e-07,0.00207595294435,0.358690247887,0.0214937929619,0.02,7.07,0.01,0.000110836698848,0,0,1,"020700110702",24687,"020700110703","McIntosh Run","S","Yes",1.94940016354,24,37,24037,9120,1949400,1,0
591,"SM-S-104-126-95",1995,"1.76","1.67","1.86","http://eyesonthebay.dnr.maryland.gov/mbss/SA_site2k.cfm?siteyr=SM-S-104-126-95",4530817,"778",0,"HWother","MD","St. Mary's County",0.586346026271,0.840528751477,74.2683899171,28.0351271509,0,0.0615384615385,0.426181324893,0.844456239,0.00468883,1,0.502223406271,0.056905370844,0.710429099176,0.426181324893,0.08412262,0,0.916127597929,0,0.0157480314961,1,4.4,4,4,0.971646101339,0.690363590834,0,5.4632442586e-05,0.000276046290355,9.97039977584e-05,7.98872150436e-05,0.000171593746843,0,0,0,0.000190743665014,0.000394750239763,0.000116744022286,0.00110531112344,0,0,6.90998712186e-08,0,5.38477498624e-07,0.0258750810084,0.154108466129,0.0146111584731,0.02,7.07,0.01,9.90423544002e-05,0,0,0.951032111,"020700110702",24687,"020700110703","McIntosh Run","S","Yes",4.22279997173,24,37,24037,16440,4222800,0.999203821656051,0
592,"WICO-101-R-2004",2004,"2.29","1.00","3.57","http://eyesonthebay.dnr.maryland.gov/mbss/SA_site2k.cfm?siteyr=WICO-101-R-2004",4530819,"NA",0,"OutsideHW","MD","Charles County",0.837934852965,0.952970312027,15.3553480559,7.46308065453,0,0.151364764268,0.2096069869,0.917637519,0,1,0.798665218965,0.00781758957655,0,0.2096069869,0.039269634,0,0.974691306395,0,0.00892857142857,0.0825913861744,5,4.4,4.4,0,0.77073662051,0,5.35469134332e-05,9.50650490399e-05,3.02651440837e-05,4.61993962898e-05,3.85890726387e-05,0,0,0,2.51475763025e-05,5.01886584933e-05,1.7560465985e-05,6.50764936057e-05,0,0,4.14599227311e-07,8.50154345521e-07,4.91360717494e-06,0.00618502624135,0.0902029566524,0.648859934853,0.16,10.48,0.01,5.19386179946e-05,0,0,1,"020700110504",17724,"020700111001","Charleston Creek-Wicomico River","S","No",0.654300283513,24,17,24017,4740,654300,1,0
593,"WICO-113-R-2004",2004,"4.55","4.67","4.43","http://eyesonthebay.dnr.maryland.gov/mbss/SA_site2k.cfm?siteyr=WICO-113-R-2004",4530825,"223",1,"HWoutlet","MD","St. Mary's County",0.507443359062,0.881264421578,51.5934005189,17.8402455883,0,0.279187817259,0.459992415624,0.804397122,0.02736156,0.126794258373,0.499703583062,0.0355048859935,0.723850886717,0.459992415624,0.007739776,0,0.917046398133,0.873205741627,0.0125588697017,0.855917480999,5,4,4,0.760186263097,0.594345026347,0,6.26966596431e-05,0.000330945663171,6.34389569357e-05,5.13358299732e-05,0.000103033053005,0,0,0,0.000132653732337,0.000292126275444,7.48246460546e-05,0.000915356715903,0,0,6.90998712186e-08,0,6.7309687328e-07,0.0175759507914,0.060135304435,0.5073470865,0.02,7.07,0.01,8.65768016183e-05,0,0,1,"020700110701",34734,"020700111001","Saint Clements Creek-Saint Clements Bay","F","Yes",2.76300006357,24,37,24037,11760,2763000,0.499206349206349,0.137301587301587
594,"WICO-118-R-2004",2004,"1.86","1.00","2.71","http://eyesonthebay.dnr.maryland.gov/mbss/SA_site2k.cfm?siteyr=WICO-118-R-2004",4530827,"NA",0,"OutsideHW","MD","Charles County",0.909213421342,0.983658536585,15.3553480559,7.4630806545,0,0,0.0838548185232,0.971792337,0,0.333333333333,0.909213421342,0.00618811881188,0,0.0838548185232,0,0,0.976736918734,0.666666666667,0,0.156903190319,5,4.4,4.4,1,0.806455406074,0,1.68395549259e-05,4.04844217087e-05,1.5962236059e-05,2.44251305756e-05,2.02565847685e-05,0,0,0,1.33403573294e-05,2.67445353412e-05,9.23436725242e-06,3.43424989311e-05,0,0,4.14599227311e-07,8.50154345521e-07,4.91360717494e-06,0,0.171363290175,0.963283828383,0.16,10.48,0.01,5.19386179946e-05,0,0,1,"020700110504",17724,"020700111001","Charleston Creek-Wicomico River","S","Yes",0.727200001805,24,17,24017,4860,727200,0.997611464968153,0
595,"BRET-404-R-2007",2007,"4.83","4.67","5.00","http://eyesonthebay.dnr.maryland.gov/mbss/SA_site2k.cfm?siteyr=BRET-404-R-2007",4530945,"845",0,"HWother","MD","St. Mary's County",0.669096302618,0.870673015371,101.057082615,35.3500004351,0,0.0743868409458,0.335855499941,0.870376786,0.0096630859587,1,0.577903355618,0.0490002130444,0.405798865792,0.335855499941,0.091192947,0,0.919833341813,0,0.0337394564199,0.928371427702,4.8,4,4,0.158317872604,0.719309227482,0,0.00153000697845,0.0077117070303,0.000799960587097,0.000693112312909,0.00132426618334,0,0,0,0.00255451616456,0.0053114367135,0.00174141910084,0.0133292850093,0,0,2.21119587899e-06,8.50154345521e-07,2.31881872845e-05,0.0904292012804,0.313713738555,0.0673930466364,0.02,7.07,0.01,0.00351501657991,0,0,0.902688173,"020700110702",24687,"020700110703","McIntosh Run","S","No",1.29780002733,24,37,24037,7500,1297800,0.7390263367917,0
596,"STCL-102-R-2007",2007,"2.48","1.67","3.29","http://eyesonthebay.dnr.maryland.gov/mbss/SA_site2k.cfm?siteyr=STCL-102-R-2007",4531065,"NA",0,"OutsideHW","MD","St. Mary's County",0.752227768321,0.936116706161,39.5892019621,17.1034527902,0,0.0759075907591,0.280316344464,0.902331738,0.01497504,1,0.641826585321,0.00915141430948,0,0.280316344464,0.110401183,0,0.959198159332,0,0.0446428571429,0.860972453319,4.6,4.6,4.6,0.689955180596,0.728557221073,0,5.4909223409e-05,0.00025158081158,3.93277640155e-05,3.94707248387e-05,4.10276496521e-05,0,0,0,3.65869565451e-05,9.04342891942e-05,1.44662666922e-05,0.000123699593363,0,0,0,0,0,0.104744088327,0.00639959042622,0.248105010168,0.02,7.07,0.01,0.000106736643243,0,0,1,"020700110702",24687,"020700110703","McIntosh Run","S","Yes",1.08180030414,24,37,24037,6360,1081800,0.928400954653938,0
597,"BRET-106-B-2007",2007,"1.90","1.67","2.14","http://eyesonthebay.dnr.maryland.gov/mbss/SA_site2k.cfm?siteyr=BRET-106-B-2007",4530969,"NA",0,"OutsideHW","MD","St. Mary's County",0.549114609313,0.849638884656,64.020796913,22.0514139148,0,0.183833116037,0.467396061269,0.817756634,0.02286357,0.717741935484,0.450918707313,0.0389805097451,2.08229218724,0.467396061269,0.098195902,0,0.937435851775,0.282258064516,0,1,4.8,3.4,3.4,0.99829787234,0.614043199084,0,6.65846651101e-05,0.000297114402617,5.12101672917e-05,4.05376777796e-05,6.94983483775e-05,0,0,0,0.000106397979127,0.000204027235717,6.30317603494e-05,0.000403690830909,0,0,1.38199742437e-07,0,1.6827421832e-07,0.0471898029119,0.109560604313,0.225887056472,0.02,7.07,0.01,8.75494754091e-05,0,0,1,"020700110702",24687,"020700110703","McIntosh Run","S","Yes",2.40119994158,24,37,24037,10800,2401200,0.901757188498403,0
598,"BRET-104-B-2007",2007,"2.69","2.67","2.71","http://eyesonthebay.dnr.maryland.gov/mbss/SA_site2k.cfm?siteyr=BRET-104-B-2007",4530961,"NA",0,"OutsideHW","MD","St. Mary's County",0.509040776949,0.904533777355,70.0788182475,23.2463616539,0,0.253968253968,0.444134078212,0.812916478,0.00615763409483,0.0687830687831,0.500353721949,0.0849753694581,0.684181718664,0.444134078212,0.008687055,0,0.933767095667,0.931216931217,0,1,3.8,4,3.8,0.0529166666667,0.780448667415,0,0.000108663628272,0.00049556097536,3.00942279606e-05,2.36723856957e-05,4.14650906719e-05,0,0,0,6.49846271471e-05,0.00012457847488,3.89967317091e-05,0.000251484465068,0,0,6.90998712186e-08,0,1.34619374656e-07,0.110118712101,0.0521030693446,0.0193623426382,0.02,7.07,0.01,0.000172435906797,0,0,1,"020700110702",24687,"020700110703","McIntosh Run","S","No",0.220499937754,24,37,24037,2400,220500,1,0
599,"STCL-051-S-2002",2002,"3.74","3.33","4.14","http://eyesonthebay.dnr.maryland.gov/mbss/SA_site2k.cfm?siteyr=STCL-051-S-2002",4530851,"778",0,"HWother","MD","St. Mary's County",0.621069635052,0.907739801544,46.2160945586,15.9559346435,0,0.274907749077,0.410157618214,0.832422951,0.01712329,1,0.563175038052,0.0325342465753,0,0.410157618214,0.057894597,0,0.94178877358,0,0,1,4.8,4.2,4.2,0.114840989399,0.68475765688,0,6.52197167085e-05,0.000279805121822,6.20934448131e-05,4.9749694977e-05,0.000106842003735,0,0,0,0.000118751770871,0.000245837061695,7.26378821314e-05,0.000688917830873,0,0,6.90998712186e-08,0,3.3654843664e-07,0.0307980416264,0.0421496311907,0.0329908675799,0.02,7.07,0.01,9.36819188553e-05,0,0,0.928605505,"020700110701",34734,"020700111001","Saint Clements Creek-Saint Clements Bay","F","Yes",2.62800046049,24,37,24037,9360,2628000,0.978605388272583,0
600,"STCL-051-S-2000",2000,"3.88","3.33","4.43","http://eyesonthebay.dnr.maryland.gov/mbss/SA_site2k.cfm?siteyr=STCL-051-S-2000",4530851,"778",0,"HWother","MD","St. Mary's County",0.621069635052,0.907739801544,46.2160945586,15.9559346435,0,0.274907749077,0.410157618214,0.832422951,0.01712329,1,0.563175038052,0.0325342465753,0,0.410157618214,0.057894597,0,0.94178877358,0,0,1,4.8,4.2,4.2,0.114840989399,0.68475765688,0,6.52197167085e-05,0.000279805121822,6.20934448131e-05,4.9749694977e-05,0.000106842003735,0,0,0,0.000118751770871,0.000245837061695,7.26378821314e-05,0.000688917830873,0,0,6.90998712186e-08,0,3.3654843664e-07,0.0307980416264,0.0421496311907,0.0329908675799,0.02,7.07,0.01,9.36819188553e-05,0,0,0.928605505,"020700110701",34734,"020700111001","Saint Clements Creek-Saint Clements Bay","F","Yes",2.62800046049,24,37,24037,9360,2628000,0.978605388272583,0
